nco_code,occupation_title,job_description,volume,pdf_page,column
8154.1800,Calenderman (Cotton Textile),"Piles and fits roll of cloth at back of machine and feeds its loose end into calender rollers. Adjusts pressure on cloth by winding screws on rollers and starts machine. Observes gauges to control injection of steam into rollers for heating them to required temperature and ensures that cloth passing through rollers is without crease and is being uniformly pressed and glazed to desired finish. Stops machine, as required and removes nails, leather hits etc. noticed on cloth. Folds finished cloth at front end of machine. May work at feeding end as BACK CALENDERMAN or at receiving end as FRONT CALENDERMAN.",II-B,419,2
8154.2000,Raising Machine Man (Textile),"Stitches ends of cloth pieces to obtain continuous piece. Passes one end of cloth through guides and rollers of machine and starts machine. Ensures that cloth passes through rollers without folds or crease and fibres are properly raised on its surface for use as flannel, lint, etc. Observes gauges and adjusts speed and pressure of rollers as required to avoid damage to cloth while processing. Gets sample of raised cloth approved and removes it from machine. Cleans and oils machine.",II-B,420,1
8154.2100,Stentering Machine,Adjusts stenter frames according to width of cloth. Starts machine. Ensures that cloth passes through machine without damage from stenter clips and is properly stretched.,II-B,420,2
8154.2200,Cropper,Adjusts cropping gauge according to requirements. Passes end of cloth through machine. Starts machine. Ensures that cloth is properly stretched and passes through machine without creases.,II-B,420,2
8154.2400,Brushing Machine Man (Textile),"Sets and adjusts roll of cloth, passes its end through rollers of machine. Starts machine and ensures that cloth is properly brushed and passes through machine without damage. Cleans and oils machine.",II-B,421,1
8154.2700,Singeing Machine Man/Singeing,"Adjusts cloth roll at feed-end of machine. Runs loose end of cloth through guides and feeds it through rollers. Lights burners in machine and regulates flow of gas to obtain desired flame. Starts machine and observes cloth as it runs over burner flames. Avoids scorching of cloth, ensuring burning of fluff and unwanted threads and better finish to it. Adjust machine where necessary for creaseless flow and proper singeing of cloth. Cleans and oils machine.",II-B,422,1
8155.0300,"Scudder, Machine/Scudding","Collects de-haired and fleshed skins or hides and keeps them near machine; spreads skin or hide with hair side facing upwards on roller of machine and stretches it by hand to smooth out wrinkles; starts machine to rotate rollers fitted with blunt knife blades; presses paddle to bring roller with hide against sorting roller equipped with knife blade (scudding knife) to remove hair roots, pigment cells etc.; reverses hide and repeats operation to scrape other half of hide; ensures that skin or hide is not damaged in process by knife cuts; removes de-haired skin from machine and places it near machine. May clean and oil machine. May set machine with fresh knife blades.",II-B,423,2
8155.0500,"Hide Splitter, Machine/Splitting",Starts machine and adjusts thickness of cut; places hide on machine table and smooths out wrinkles; guides hide between machine rollers which force edge of hide against machine knife; removes split hides from machine or directs helper to do so; checks split hide for accuracy and adjusts guides if necessary; ensures that knife blade is sharpened automatically by emery wheels fixed to machine; adjusts emery stone wheels if not in position for correct sharpening of knife blade. May clean and oil machine.,II-B,424,1
8155.0700,"Staker, Machine/Staking Machine",Conditions hides on previous day by keeping in moist saw dust; adjusts position or gap of iron plate fitted to machine depending on type of hide used; starts machine and stretches hide on edge of machine and feeds end of hide into moving arm of machine between roller and metal plate; holds one end of hide tightly by leaning heavily on hide (using body weight for holding hide) as hide is being flexed by moving rollers over blunt metal plate; changes position of hide or inserts fresh area of hide into rollers as moving arm comes forward to soften hide; keeps softened or flexed hide at central point. May oil and clean machine.,II-B,425,1
8155.1000,Rolling Machine Operator (Leather),Positions leather on bed of machine and depresses pedal to lower roller onto leather; starts machine to move roller over leather; adds or removes counter weights to rollers depending on type of leather and nature of rolling required; shifts position of leather under roller to impart specified finish to entire surface.,II-B,426,1
8155.1102,Post Tanning Machine Operator,"include softening of the crust, flattening it and finishing the surface of the prefinished leather by pressing/embossing on it.",II-B,426,2
8155.1200,Leather Measuring Machine,Sets machine indicators reading at zero and inserts piece to be measured into feed rolls of machine. Records area registered by indicator. May maintain account of leather pieces measured.,II-B,427,1
8155.1201,Helper-Wet Operations,performs these functions along with an assistant and takes his support in passing the completed work onto the next stage in production. This position gives the helpers an opportunity to learn more about the operation and work with/learn from operators.,II-B,427,1
8155.1202,Helper-Dry Operations (Finished,"performs these functions and a Helper assists the operator and passes the completed work onto the next stage in production. They must have in-depth knowledge and understanding of the process of production, health and safety standards and quality parameters.",II-B,427,2
8155.9900,Fur and Leather Preparing Machine,include workers who operate and monitor various machines which prepare leather or treat fur or wool bearing pelts not elsewhere classified.,II-B,428,1
8156.0200,"Heel Breaster, Machine (Foot-",sets knife of required shape and size in machine. Adjusts cutting block and press plate on machine. Collects heels and places one of them on block. Presses foot pedal to bring down knife over block. Presses foot pedal to bring down knife over heel for cutting its forward part. Ensures accurate cutting and repeats process for cutting breasts of other heels. Stores them separately after cutting. Cleans and oils machine and gets mechanical defects removed when necessary.,II-B,428,2
8156.0701,"Cutter, Machine/Cutter (Footwear)","Selects and spreads on table of machine leather of thickness and quality appropriate to component to be cut (heel, tongue, sole, toe-cap, etc.) Notes direction of stretch and any defective areas in leather. Plans cutting to obtain maximum number of useable pieces. Places die on leather according to plan and operates hand or foot lever to force die through leather and cut out piece. Continues cutting until leather is used up. Bundles cut pieces for removal. Oils and cleans machine and reports defective operation for correction.",II-B,430,1
8156.0900,"Welt Sewer, Machine/Machine","Checks needle and awl of machine and replaces them if they are out of trim. Fixes spool of sewing cord in box container and draws it through heated wax, guide and needle. Puts welt in welt guide and depresses foot pedal to start machine. Manipulates carriage of shoe with both hands keeping sole upward under needle, awl and welt guide to stitch through upper, lining and insole lip. Feeds thread and welt when necessary. Ensures decorative value of welt as well as its proper stitching to hold it intact with upper, lining and insole lip. Cleans and oils machine and gets defects removed. May sew extra welt if necessary. May sew welt manually using awl and waxed cords.",II-B,430,2
8156.0901,Stitching Operator (Footwear),"should be able to stitch the footwear with leather and non-leather components, using maximum accuracy. They should be passionate about creating intricate products without compromising on quality.",II-B,431,1
8156.1401,"Laster, Machine/Lasting Operator",Pulls lining over last with hand pincers. Places shoe with sole upward against guide of machine and below the tack hammer. Presses pedal to start machine and manipulates shoe to get upper permanently tacked along edges of insole. Watches operation and ensures proper tacking and shaping of shoe. Cleans and oils machine and request repairs when needed.,II-B,431,2
8156.1700,"Splitter, Machine/Splitting",Examines components visually and decides amount of splitting required. Checks sharpness of splitting knife by sight and touch and adjusts it according to thickness of component required. Switches on machine. Feeds component into feed rollers of machine to shave off fleshy and rough stuff to get surface to required thickness. Watches operation and ensures accuracy in splitting. Places split components manually in container. Oils and cleans machine and gets defects removed when required. May replace blunt or damaged knife in machine.,II-B,432,2
8156.1900,"Heel Compressor, Machine (Foot","sets them in machine. Determines amount of compression required and adjusts gauge or bottom die accordingly to effect required pressure. Collects and puts heel on bottom die fitted on machine table or places them (heels) one by one on carrier of machine which carries them under compressing die. Switches on machine and presses foot pedal to bring top die on compressing die (bottom die) for pressing and stretching heel to its full flexibility (according to set pressure and shape in die) and stabilize durability. Checks thickness of compressed heels, sorts them according to sizes and ensures uniform compression. Oils and cleans machine and gets defects removed as and when required.",II-B,433,1
8156.2000,"Sole Leveller, Machine",Adjusts machine according to size of shoe to be levelled. Places shoe on last stand of machine with sole upwards. Marks uneven portions of surface of sole and levels it by beating with hand hammer. Starts machine and rollers. Steps on foot pedal to raise hoe and let moving rollers roll over its sole to press and level it. Removes shoe from stand and ensures proper levelling. Cleans and oils machine and gets defects removed if any. May apply cement with brush while levelling.,II-B,433,2
8156.2200,"Edge Setter, Machine","Selects heating copet (iron) according to thickness of sole and fits it in machine holder. Turns on gas flame or lights spirit-lamp fitted to machine. Turns holder containing copet over gas flame or spirit lamp as appropriate to heat it to required temperature. Switches on machine. Holds shoe in both hands against revolving copet and manipulates its (shoes) movement to burnish its entire edge. Applies coating of wax with wax stick on burnished edge of sole. Repeats process of burnishing after waxing to effect desired polish, shape and finish. Cleans and oils machine and gets defects removed if any. May apply solution over entire edge of sole to fill small holes.",II-B,434,1
8156.2400,Heel Padding Machine Operator,Switches on padding machine. Holds wax stick against heated roller of machine to get wax carried to pad or disc of machine. Holds shoe with both hands and manipulates heel against waxed pad for application of hot wax on it (heel). Presses heel with hands against revolving brush of machine to shine and effect smooth finish. Cleans and oils machine and gets defects removed if any.,II-B,434,2
8156.2501,Pre-Assembly Operator,should be well versed with the sequential processes involved in footwear manufacturing. They should understand the importance of quality within the footwear manufacturing processes and ensure set standards are achieved within the work area.,II-B,435,1
8156.2602,Helper–Upper Making (Footwear),They are required to co- ordinate with team members and is required to assist the operators to carry out activities based on the production schedule.,II-B,436,1
8157.0100,Washing Machine Operator,"Operates valve to fill machine with water to prescribed level and adds soap and other cleaning agents to water. Opens valves to admit steam into machine to raise temperature of water to and maintain it at desired temperature. Operates controls to start rotation of container. Drains water from machine and refills it as required to rinse articles. Stops machine when articles are washed, cleaned and rinsed and then removes them to drying machine for drying. May operate hydro-extracted machine to extract water out of wet articles.",II-B,437,1
8157.0200,Drying Machine Operator,"Determines period of time for article to remain in drum according to its nature and texture. Manipulates hand levers or electric switches to start drum and electric fan, and turns hand valves in steam pipes that supply hot air to drum. Stops or switches off machine and ensures that articles are thoroughly dried and odour of cleaning fluid is removed. May operate extractor or washing machine.",II-B,437,2
8157.0400,"Presser, Machine/Ironing Operator","head of machine on to surface of material, pressing head down ward into contact with table and raises pressing head, re- arranges material and repeats process till pressing is complete. May oil and clean parts of machine. May press dry-cleaned saris by wrapping them by hand on calendars (Wooden-roller frames) and be designated as CALENDERER, SARIS.",II-B,438,1
8157.0401,Pressman,,II-B,438,1
8159.0100,"Folder, Machine/Folding Machine",Feeds cloth through machine rollers carefully to avoid creases in folded cloth. Watches for and cuts out defective portions. Cuts cloth at specified lengths and stack pieces.,II-B,438,2
8159.0300,Balling-Machine Operator (Textile),"Places supply cones or spools on creel rack and threads yarn ends through guides and tension device. Pushes core over spindle of machine or wraps end of thread around shaping device of coreless winder. Pulls lever to start machine to wind specified amount of thread. Doffs balls of thread, using knife to cut thread. Inspects balls for defective winding or soiled thread. May insert labels under the thread. May place ball on the device to crush the centre and wrap end of thread around the centre as binder. May pack balls into boxes for shipment.",II-B,439,1
8159.0400,Press Operator,"Turns hand wheel to adjust cylinder pressure according to type of cloth processed. Sews end of new material to end of material in press, using sewing machine. Cleans and oils pressing machine.",II-B,439,2
8159.9900,"Leather Cutters, Lasters and Sewers","include all other Leather Cutters, Lasters and Sewers and Related Workers engaged in making fancy or other leather articles by processes of cutting, lasting, sewing, shaping, etc., not elsewhere classified.",II-B,439,2
8160.0400,Mixing Tank Operator,"Opens taps to admit specified quantity of water into tank as indicated by meter; measures required quantity of milk powder and adds it into tank; switches on machine which churns and mixes powder and water into milk; tests sample to ensure conformity to specification, using testing apparatus; empties tank, cleans and sterilizes equipment.",II-B,440,2
8160.0800,"Husker, Machine (Food Grains)","Starts machine; pours grain into storage bin attached to machine; regulates feeding of grain into machine by manipulating lever: examines hulled grain periodically for proper husking and adjusts machine as necessary; switches off machine after completion of process or when machine does not function properly; removes minor defects and reports major defects to supervisor for rectification. Cleans and oils machine when not in use. May keep production reports, may direct workers in storage of graded grain.",II-B,441,2
8160.1000,Flour Mill Operator,"Sets mill by adjusting roller according to fineness of grinding desired; feeds grain into feeding bin of mill by hand; observes process, keeping grain moving at regular rate by tapping clogged spouts with hammer and by adjusting gates; examines crushed product periodically by feel of fingers and adjusts roller as necessary; removes flour collected in bag or container at delivery end; cleans and oils machinery. May weigh grain and flour, calculate charges and collect payment of services rendered to customers. May dress mill stones.",II-B,442,1
8160.1100,"Siever, Machine","Fits sieves of desired size into machine frame; dumps product into hopper of machine; places empty container at delivery end of sieve; starts motor to activate screens; opens hopper gate which automatically allows product to pass through different sizes of sieves and removes bran, dust and other foreign matter or sort product into different sizes; checks product passing over different screens to prevent clogging and overflow; removes and replaces defective parts of damaged sieves. May wash grains with water.",II-B,442,2
8160.1500,Wafer Baking Machine Operator,"set screw to regulate amount of dough deposited in mould; turns thermostat to adjust temperature of moulds; observes colour of baked wafers being ejected into conveyor to detect defects; collects wafer sheets from machine and places them on clean smooth table; joins them properly in rack; may tend machine which also rolls dough into shape of cones prior to baking and be designated CONE BAKER, MACHINE. May arrange cut wafer biscuits in wafer stacking tray systematically.",II-B,443,2
8160.1800,"Chocolate Maker, Helper","operates cocoa room machinery and equipment to grind and pulverise cocoa cakes into cocoa powder. Mixes ingredients, such as chocolate liquor, sugar, and powdered milk to make sweet chocolate. Operates refining machine to grind chocolate paste to specified consistency. Operates tempering equipment to control temperature of chocolate in cooling process before moulding. May tend moulding machines, pressure cookers, and dryers. May assist in supervising and training production line workers.",II-B,444,2
8160.2200,Peeling Machine Operator (Food,Checks preliminary washing and cleaning of fruits and vegetables by hand; feeds product into hopper of machine; starts machine; checks at stages peeling process; regulates flow of water inside peeling tank; discharges product through outlet valve on completion of peeling.,II-B,445,2
8160.2400,Fruit Press Operator (Food Canning,"Places frame equipped with filter cloth on press cart; pulls lever or turns valve to release fruit from hopper or pipe line onto filter cloth; spreads fruits evenly over filter, folds corners of cloth to cover fruit, and removes forming frame; pushes cart loaded with fruit into press; starts press; pulls cart from press and dumps fruit pulp into container. May start pump to transfer juice to storage tanks. May work on fruit reaming machine or pulping machine and be designated accordingly.",II-B,446,1
8160.2600,Retort Operator (Food Canning and,"Pushes trucks or lowers baskets of canned foods into chamber of retort, using hoist; closes retort door or lid to seal chamber; observes dials and thermometers, and turns valves to admit steam to retort and to control temperature, pressure, and cooking time; turns valves to release steam and admit cooling water into chamber to prevent overcooking at end of cooking cycle. May open retort and move basket of canned food for cooling trough, using hoist.",II-B,446,2
8160.2700,Processing Man (Food Canning and,"Fills vats or troughs with hot water; heats water to required temperature by steam or gas; loads material by hand or mechanical hoists; keeps seamed cans for a specified time in hot chest; removes sterilized seamed cans from chest box and cools processed cans in retort, injecting compressed air to counteract pressure within cans. May clean sterilising chambers at regular intervals.",II-B,447,1
8160.2900,Exhaust Box Operator (Food,Places filled caps with top open on conveyor belt; starts exhaust box; regulates speed of conveyor to allow cans to pass through steam filled channel for a specified time; admits steam into exhaust box to raise temperature to heat can to expel air from fruit tissues; stops and clears machine when jams occur. May oil and clean machine.,II-B,447,2
8160.3100,Peanut Blancher,"Inspects peanuts as they fall from machine onto moving belt and picks out foreign matter, unblanched peanuts, and peanuts that fail to meet production specifications. May sack blanched peanuts. May tend sorting machine that electronically locates and removes unblanched peanuts.",II-B,448,1
8160.3300,Refining-Machine Operator (Oil,"Sets thermostat, observes gauges, and regulates valves to maintain prescribed temperature in wash and dryer tanks. Turns valves to pump mixtures to wash and dryer tank to remove by-products with water, and impurities with heat. Turns valve to pump refined oil to storage tanks. Cleans bowls, using water and steam. May test samples of crude and refined oil to determine specific gravity and free fatty acid content, using hydrometer and refractometer.",II-B,448,2
8160.3800,"Pan Man, Sugar","operates intake valve to fill pan to proper level with syrup from evaporators; opens exhaust or live steam valve to let into pan hot steam to boil syrup to required density till it runs into massecuite (thick mixture of crystals and syrup); keeps watch on and regulates temperature; pressure gauge etc. to maintain correct boiling pressure; examines sample periodically, on clean glass slide to check visually against light or to feel by touch to determine if crystals have formed, as desired; takes in further seed i.e., grains of required size, obtained from earlier operation, more water to thin juice or syrup and re-boils, if necessary, to make specific type of massecuite; manipulates levers and valves to break the vacuum and shut steam; opens slide valve to drop massecuite into crystallisers below. May distribute or transfer syrup containing grains to other pans as required for making specific type of massecuite. May clean pan with steam.",II-B,450,2
8160.3900,Crystallizer Man,"Operates valves and pulls trap doors to allow required quantity of boiling massecuite into crystalliser tank through open sheet metal channels, called gutters; starts stirrers in tank and admits and adjusts flow of cooling water in coils around tank to prevent solidification of massecuite and to ensure its cooling evenly and at controlled rate; stops machine when required state of crystallisation has been obtained; opens trap doors and drains off massecuite from crystalliser for pumping to centrifugal machine after specified cooling; cleans and washes gutters, trap doors etc. with water after delivery of massecuite. May add powdered sugar to massecuite to induce crystallisation.",II-B,451,1
8160.4100,Magmaman,"operates lever and starts its mechanical stirrer; opens valves and adds hot or cold water and sulphurated syrup with sugar in tank, as necessary, for making required type of magma; ensures thorough mixing; operates steam pumps and delivers magma to pan station, sulphitation tank, or seed mixer, as specified, for re-processing.",II-B,451,2
8160.4300,"Cane Carrier Driver, Mill House",Starts mill house cane carrier and regulates its speed by regulator or clutch wheel to prevent extra load and choking; removes jamming of sugar-cane in first rollers; gets speed of crushing mill and cane conveyor regulated to suit ultimate feeding into rollers. May attend to repair and overhauling of cane carriers.,II-B,452,1
8160.4500,Juice Measuring Man,"Watches automatic filling of juice pumped from fill house into weighing tanks and records readings of automatic recording instruments, tabulates weight of juice from recorded readings, and maintains registers showing number of times tanks filled, indicating data also on black board for ready information; collects samples of mixed juice from every tank for analysis and arranges for addition of super sulphate to mixed juice, if necessary; checks up tare weight frequently; supplies account of juice received to various officers, as scheduled. May operate valves, in absence of automatic arrangement, to fill measuring tanks with raw juice.",II-B,452,2
8160.4600,Lime Juice Tank Attendant,controls pumping rate to prevent overflow of milk of lime tank and to give steady supply of milk of lime into juice heater; opens valve to fill juice heater with raw cane juice from top tank; watches level of mixed juice in juice heater and closes inlet valve when prescribed level is attained. May add prescribed quantity of milk of lime and sulphur dioxide to raw cane juice.,II-B,453,1
8160.4800,Juice Heater Helper,"Opens and adjusts valves as directed by Juice Heater Man and admits raw juice, into tubes or cylinders of juice heater; assists in maintaining constant specified steam pressure during heating; lifts heater top cover, removes left-over juice and cleans periodically tubes, cylinders and other parts of heaters, using portable power driven or hand brush, cleaning rod, water, etc. Gets the juice heater emptied by carrying hot juice in buckets in case of leakage of tubes or breakdown of heater. May assist in letting in live steam in juice heater and in repair and overhaul of heaters.",II-B,453,2
8160.5200,"Eliminator Attendant, Sugar",Opens valve to let in juice or syrup into tank up to prescribed level; opens steam valve to heat coils and boil juice or syrup by maintaining temperature of juice or syrup at specified level; checks periodically temperature of juice/syrup with thermometer; closes steam valve after boiling for prescribed period; operates valve to discharge boiled juice or syrup into settling tanks; opens bottom valve of tank to drain off sediments to another tank; takes samples of clean juice/syrup in test tubes to check it for desired clarity,II-B,455,1
8160.5400,Works Poor Attendant,"works poor machine up to prescribed level; presses hand lever to start stirrers in machine; checks and ensures running of cold water through tubes inside machine; prevents solidification of massacuite by diluting with water, if necessary; regulates flow of massacuite from works poor into pump feeding centrifugal machine.",II-B,455,2
8160.5700,Tea Maker,"Checks that green tea leaves are withered in lofts, by Withering Loft Attendant and have proper moisture content, before rolling; ensures that withered leaves are properly rolled by Roller Attendant; arranges for fermenting of rolled leaves and examines them by touch, sight and smell for proper fermentation before firing or drying; checks that fermented leaves are dried at required temperature by Firing Machine Attendant and processed tea leaves are properly sorted and graded by Tea Factory Operatives; examines sample infusion of different grades of tea and tastes to decide if colour, flavour and aroma are according to desired standards.",II-B,456,1
8160.5800,Withering Loft Attendant (Tea),"Spreads green leaves thinly with hands or stick on layers of gunny or hessian cloth in withering lofts; allows leaves to wither for required time, according to their moisture contents and weather conditions; checks leaves in different lofts for proper withering, judging by touch or sight; collects withered leaves from lifts by hand and pushes required quantity through opening on floor to feed rolling machine below on receipt of signals from Roller Attendant. May tend Rolling and Firing Machine.",II-B,456,2
8160.6000,Pulp Houseman (Coffee),Feeds or dumps into hopper of machine with ripe coffee berries manually; opens valves to let water flow into machine; regulates flow of berries into machine by adjusting hopper door opening to let them drop steadily over running water; starts machine; observes operation of cutting and removing of flesh from berries; allows pulped berries to flow into tank which drains water and retains berries; removes pulp from machine to dump-yard; refills tank with water up to required level and rakes beans in water using wooden ladle to clean remaining fleshy skin from beans; drains out water and removes cleaned coffee beans and spreads them in open yard for drying; keeps pulp house clean and tidy. May attend to running repairs to machine.,II-B,457,1
8160.6200,Firing Machine Attendant (Tea),"Firing Machine Attendant; Drier (Tea) tends firing or drying machine to dry rolled and fermented tea leaves, spreads rolled and fermented leaves evenly on tray beds of firing or drying machine; manipulates valves to control flow of hot air for maintaining proper temperature in drying chamber; checks by touch, smell and sight whether leaves have been properly dried; manipulates levers to drop dried leaves on floor or containers placed below; sends samples of cured tea leaves to Tea Maker for testing.",II-B,457,2
8160.6400,Coffee Blender,"Empties bags of various grade of coffee, as specified in formula, into bin of machine. Starts blending mechanism, which mixes coffee. Ensures that coffee is blended properly and decides when blending is finished. Manipulates levers to dump blended coffee into elevators to get it conveyed to clearing bins or to other processing units prior to roasting.",II-B,458,1
8160.6500,Coffee Roaster,controls to maintain required temperature; roasts coffee for specified time or estimates roasting time by comparing colour of beans from oven with standard sample; opens discharge gate to dump roasted beans to cool them. Stores roasted beans in airtight containers for powdering. May tend machine that grinds coffee.,II-B,458,1
8160.6600,"Roaster, Cocoa-Bean","Loads cylinders with cocoa beans and starts it. Observes roasting process and adjusts heating mechanism as necessary. Tests beans during roasting process by tasting, smelling and feeling and decides when roasting is finished. Discharges roasted beans into cooling receptacle. May operate machine in which beans are crushed and husks and chaff are separated.",II-B,458,2
8160.6900,Malt Maker,"Weighs and dumps grain or barley into steeping (soaking) tank by operating valve to increase or decrease supply of steam; allows it to soak for specified time, stirring it with long pole; spreads soaked grain on floor and turns it over with wooden hand plough or shovel to aerate it and cool it, sprinkling water on it, as necessary; or loads soaked grain into drums, compartments, or kilns, and lets in and controls hot air current, temperature, water sprinkling, and rotation of drum, or operation of agitators for drying sprouted grain; supervises its unloading from kiln. May keep record of temperature maintained and time taken.",II-B,459,1
8160.7200,Yeast Maker,"Weighs out prescribed quantity of barley, rye or other grain meal; dumps it into measured quantity of water heated to specific temperature in special wooden vat; mixes grain and water, using agitator; cooks mixture by admitting steam into coils, in vat; cools mash by running cold water through cooling coils in vat; pours prepared yeast solution or culture into mixture and stirs with agitator; regulates temperature of fermenting mash by running hot or cold water through coils in vat; ascertains specific gravity and acid content of mash by using hydrometer and performing simple chemical tests; separates yeast from liquor by means of centrifugal separator or filter press. May draw off yeast from fermentation tanks by suction pump or by skimming.",II-B,460,1
8160.7400,Filterman,"maintains correct pressure of liquor by adjusting gauges, valve; removes filter, cakes and pads and cleans in hot water for re-use; flushes equipment with hot water and sterilizes with steam.",II-B,460,2
8160.7700,Syrup Maker,"Weighs or measures sugar or saccharine and mixes specified quantity of water; boils solution in kettle or pan to desired consistency, removing scum from top of syrup; allows syrup to cool down; filters and pours it into different pitches, or conveys syrup by means of plastic-hose to syrup room; adds and mixes requisite quantity of essences, fruit juices or other ingredients for making flavoured syrup, such as lemon, ginger, orange, rose etc. May make flavoured syrup for ""sherbet"" and be designated as SHERBET MAKER. May fill bottles with specified quantity of syrup. May wash and clean utensils, vessels etc. after making syrup.",II-B,461,2
8160.8000,Bottling Plant In Charge,"Ensures automatic and thorough washing of bottles; disconnects supply line and trial runs various machines for testing proper filling, making necessary adjustments in machines, if warranted by trial run; connects supply line for feeding purified water (in aerated water plant) or beer (in beer bottling); starts machine by operating lever, regulating air pressure to ensure uniform filling of bottles. Sets and operates various other machines, adjusting levers, gears, gauges, pressure and temperature controls for proper mixing, crowning and sorting of bottles. Co-ordinates and guides workers to maintain stipulated production, remove defects and minimise wastages; repairs, maintains and overhauls machinery and equipment. May attend to water treatment plant for purifying water. May set carbon dioxide gas purifier, carbonator plant, bottling plant and related equipment, if engaged in aerated water factory.",II-B,462,2
8160.8300,"Filler, Aerated Water","Feeds crowns in crowning machine hopper, and syrup and carbonated water in filling machine; switches on syrup and bottle filling machines, opens conveyor gate trap to allow bottles to pass first to syrup filling and then to carbonated water filling machine, preventing jamming of bottles by controlling conveyor gate trap, as necessary; switches on crowning and mixing machines and chain conveyor for crowning filled bottles and mixing their contents, tapping crowning machine hopper with mallet, if crowns get stuck up. Watches operations and readings of gas and oil pressure. Water temperature and speedometer; removes stuck-up and defective bottles; and feeds crowning machine hopper, as necessary.",II-B,463,2
8160.8700,"Cutting Machine Operator, Tobacco","Sets cutting knife and adjusts machine; fills hopper of cutting machine with leaves; starts machine, causing feed rolls to revolve and knife to reciprocate; watches cutting process to ensure that machine is shredding tobacco correctly; makes minor adjustments to machine, such as tightening bolts that hold knives in place and adjusting rollers; checks cut tobacco by feeling it with fingers to ensure moisture content; draws cut tobacco from knife by hand to platform; removes/rejects such as stems, uncut leaves, and other foreign matter and pushes rest of cut tobacco to conveyor; replaces dulled knives with sharpened ones when necessary. May clean and oil machine.",II-B,464,2
8160.9900,Food and Related Products,"include operators who set, operate and attend machinery used to slaughter animals, trim meat from carcasses; bake, freeze, heat, crush, mix, blend and otherwise process foodstuffs, beverages and tobacco leaves not elsewhere classified.",II-B,465,2
8171.0100,"Chipper man, Paper Pulp","head of chipping machine. Starts machine and feeds logs, blocks, pieces of stumps or other wood into hopper of chipped machine; Removes chips when container is filled. May segregate over-size or unusable wood. May inspect and change knives on machine.",II-B,466,1
8171.0400,"Sorter, Paper Pulp","Spreads stock on floor; discards coloured, greasy and other undesirable material; packs acceptable material in bags.",II-B,466,2
8171.0600,"Liquor Maker, Paper Pulp",Collects standard chemical substances such as lime and soda ash and mixes them with water in fixed proportions in vat; agitates mixture to dissolve solids and produce uniform solution; takes samples periodically to determine concentration.,II-B,467,1
8171.0800,"Causticman, Paper",Opens valves to load mixing tank with soda ash and milk of lime in predetermined quantities; starts agitators to dissolve and mix ingredients. Measures specific gravity and adds more ingredients or water as needed. Pipes mixture to reactor tank and continuously samples concentration to determine its viscosity.,II-B,467,1
8171.0900,"Bleacher, Paper Pulp","Charges machine with material and bleaching solution and starts agitator; admits steam for heating mixture and regulates valves in accordance with temperature readings; observes bleaching process, notes colour of material and sends samples to laboratory for testing; transfers bleached material into washer for neutralizing it with water sprays, then to blending tank for mixing with other batches to obtain uniform quality. May add chemical during bleaching process and make chemical or electrolytic tests. May prepare bleaching solutions and be designated accordingly.",II-B,467,2
8171.1100,"Agitator, Paper Pulp","Pours semi-liquid pulp on sieve, agitates sieve containing pulp to drain off surplus water and to spread pulp evenly; picks out dirt and other foreign matter and flips partially dried pulp on to felt sheet for later pressing and drying.",II-B,467,2
8171.1200,"Machine Operator, Paper","Starts flow of paper pulp from storage tank through rotary screens to machine, adding water as necessary to thin pulp; removes dirt and other foreign matter from rotary screens and regulates flow of pulp to moving wire mesh belt on which paper is formed. Co-ordinates speed of belt and flow of pulp to obtain paper of desired weight. Sets machine controls for width, thickness and moisture content of paper. Threads formed paper between press rolls to squeeze out moisture and give it shape; supervises machine crew in drying, sizing, calendaring, winding and cutting paper. Adjusts, cleans, repairs and replaces machine parts. May weigh samples of paper and install Dandy Rollers to impress water mark in paper.",II-B,468,1
8171.1600,"Cutter, Paper","Adjusts guides on scale to obtain specified length of sheet; places sheets against guide and presses lever to force knife blade through sheets. Turns stack, resets, guides and cuts sheets breadthwise. Cleans and oils machine.",II-B,468,2
8171.1700,"Finisher, Paper","Checks and examines cut paper sheets for defects; removes defective and non-standard sheets, counts sheets of finished paper into quires or reams, packs them in labelled wrappers; seals bundles with gummed tape.",II-B,468,2
8171.1900,"Transferer, Hand Made Paper",Removes deckle (beveled wooden frame) from pulp vat and turns over mould to deposit sheet of handmade ‘waterleaf’ on wet felt; piles ‘waterleaf’ and felts alternately to form a stack for pressing; forms pile. May perform duties of Vatman and Presser.,II-B,469,1
8171.2100,"Drier, Hand Made Paper",Separates sheets from compressed pack and suspends them on soft ropes or lays them out on hessian sheets to dry. Checks paper for dryness; removes and packs dried sheets.,II-B,469,2
8171.2200,"Presser, Hand Made Paper","Places moist sheets, wrapped in cloth, in presser; closes press to squeeze moisture from paper.",II-B,469,2
8171.2500,"Coating-Machine Operator,","controls to regulate spraying action, specified tension of rollers, and temperature of infrared drying lamps. Tests density of paint, using viscometer. May tend machine that coats unfinished insulation board with talc to prevent sticking during subsequent pressing.",II-B,470,1
