nco_code,occupation_title,task_number,task,volume,pdf_page
8156.1900,"Heel Compressor, Machine (Foot",1,sets them in machine.,II-B,433
8156.1900,"Heel Compressor, Machine (Foot",2,Determines amount of compression required and adjusts gauge or bottom die accordingly to effect required pressure.,II-B,433
8156.1900,"Heel Compressor, Machine (Foot",3,Collects and puts heel on bottom die fitted on machine table or places them (heels) one by one on carrier of machine which carries them under compressing die.,II-B,433
8156.1900,"Heel Compressor, Machine (Foot",4,set pressure and shape in die) and stabilize durability.,II-B,433
8156.1900,"Heel Compressor, Machine (Foot",5,"Checks thickness of compressed heels, sorts them according to sizes and ensures uniform compression.",II-B,433
8156.1900,"Heel Compressor, Machine (Foot",6,Oils and cleans machine and gets defects removed as and when required.,II-B,433
8156.2000,"Sole Leveller, Machine",1,Adjusts machine according to size of shoe to be levelled.,II-B,433
8156.2000,"Sole Leveller, Machine",2,Places shoe on last stand of machine with sole upwards.,II-B,433
8156.2000,"Sole Leveller, Machine",3,Marks uneven portions of surface of sole and levels it by beating with hand hammer.,II-B,433
8156.2000,"Sole Leveller, Machine",4,Starts machine and rollers.,II-B,433
8156.2000,"Sole Leveller, Machine",5,Steps on foot pedal to raise hoe and let moving rollers roll over its sole to press and level it.,II-B,433
8156.2000,"Sole Leveller, Machine",6,Removes shoe from stand and ensures proper levelling.,II-B,433
8156.2000,"Sole Leveller, Machine",7,Cleans and oils machine and gets defects removed if any.,II-B,433
8156.2000,"Sole Leveller, Machine",8,May apply cement with brush while levelling.,II-B,433
8156.2200,"Edge Setter, Machine",1,Selects heating copet (iron) according to thickness of sole and fits it in machine holder.,II-B,434
8156.2200,"Edge Setter, Machine",2,Turns on gas flame or lights spirit-lamp fitted to machine.,II-B,434
8156.2200,"Edge Setter, Machine",3,Turns holder containing copet over gas flame or spirit lamp as appropriate to heat it to required temperature.,II-B,434
8156.2200,"Edge Setter, Machine",4,Switches on machine.,II-B,434
8156.2200,"Edge Setter, Machine",5,Holds shoe in both hands against revolving copet and manipulates its (shoes) movement to burnish its entire edge.,II-B,434
8156.2200,"Edge Setter, Machine",6,Applies coating of wax with wax stick on burnished edge of sole.,II-B,434
8156.2200,"Edge Setter, Machine",7,"Repeats process of burnishing after waxing to effect desired polish, shape and finish.",II-B,434
8156.2200,"Edge Setter, Machine",8,Cleans and oils machine and gets defects removed if any.,II-B,434
8156.2200,"Edge Setter, Machine",9,May apply solution over entire edge of sole to fill small holes.,II-B,434
8156.2400,Heel Padding Machine Operator,1,Switches on padding machine.,II-B,434
8156.2400,Heel Padding Machine Operator,2,Holds wax stick against heated roller of machine to get wax carried to pad or disc of machine.,II-B,434
8156.2400,Heel Padding Machine Operator,3,Holds shoe with both hands and manipulates heel against waxed pad for application of hot wax on it (heel).,II-B,434
8156.2400,Heel Padding Machine Operator,4,Presses heel with hands against revolving brush of machine to shine and effect smooth finish.,II-B,434
8156.2400,Heel Padding Machine Operator,5,Cleans and oils machine and gets defects removed if any.,II-B,434
8156.2501,Pre-Assembly Operator,1,should be well versed with the sequential processes involved in footwear manufacturing.,II-B,435
8156.2501,Pre-Assembly Operator,2,should understand the importance of quality within the footwear manufacturing processes and ensure set standards are achieved within the work area.,II-B,435
8156.2602,Helper–Upper Making (Footwear),1,They are required to co- ordinate with team members and is required to assist the operators to carry out activities based on the production schedule.,II-B,436
8157.0100,Washing Machine Operator,1,Operates valve to fill machine with water to prescribed level and adds soap and other cleaning agents to water.,II-B,437
8157.0100,Washing Machine Operator,2,maintain it at desired temperature.,II-B,437
8157.0100,Washing Machine Operator,3,Operates controls to start rotation of container.,II-B,437
8157.0100,Washing Machine Operator,4,Drains water from machine and refills it as required to rinse articles.,II-B,437
8157.0100,Washing Machine Operator,5,"Stops machine when articles are washed, cleaned and rinsed and then removes them to drying machine for drying.",II-B,437
8157.0100,Washing Machine Operator,6,May operate hydro-extracted machine to extract water out of wet articles.,II-B,437
8157.0200,Drying Machine Operator,1,Determines period of time for article to remain in drum according to its nature and texture.,II-B,437
8157.0200,Drying Machine Operator,2,"Manipulates hand levers or electric switches to start drum and electric fan, and turns hand valves in steam pipes that supply hot air to drum.",II-B,437
8157.0200,Drying Machine Operator,3,Stops or switches off machine and ensures that articles are thoroughly dried and odour of cleaning fluid is removed.,II-B,437
8157.0200,Drying Machine Operator,4,May operate extractor or washing machine.,II-B,437
8157.0400,"Presser, Machine/Ironing Operator",1,"head of machine on to surface of material, pressing head down ward into contact with table and raises pressing head, re- arranges material and repeats process till pressing is complete.",II-B,438
8157.0400,"Presser, Machine/Ironing Operator",2,May oil and clean parts of machine.,II-B,438
8157.0400,"Presser, Machine/Ironing Operator",3,"May press dry-cleaned saris by wrapping them by hand on calendars (Wooden-roller frames) and be designated as CALENDERER, SARIS.",II-B,438
8159.0100,"Folder, Machine/Folding Machine",1,Feeds cloth through machine rollers carefully to avoid creases in folded cloth.,II-B,438
8159.0100,"Folder, Machine/Folding Machine",2,Watches for and cuts out defective portions.,II-B,438
8159.0100,"Folder, Machine/Folding Machine",3,Cuts cloth at specified lengths and stack pieces.,II-B,438
8159.0300,Balling-Machine Operator (Textile),1,Places supply cones or spools on creel rack and threads yarn ends through guides and tension device.,II-B,439
8159.0300,Balling-Machine Operator (Textile),2,Pushes core over spindle of machine or wraps end of thread around shaping device of coreless winder.,II-B,439
8159.0300,Balling-Machine Operator (Textile),3,Pulls lever to start machine to wind specified amount of thread.,II-B,439
8159.0300,Balling-Machine Operator (Textile),4,"Doffs balls of thread, using knife to cut thread.",II-B,439
8159.0300,Balling-Machine Operator (Textile),5,Inspects balls for defective winding or soiled thread.,II-B,439
8159.0300,Balling-Machine Operator (Textile),6,May insert labels under the thread.,II-B,439
8159.0300,Balling-Machine Operator (Textile),7,May place ball on the device to crush the centre and wrap end of thread around the centre as binder.,II-B,439
8159.0300,Balling-Machine Operator (Textile),8,May pack balls into boxes for shipment.,II-B,439
8159.0400,Press Operator,1,Turns hand wheel to adjust cylinder pressure according to type of cloth processed.,II-B,439
8159.0400,Press Operator,2,"Sews end of new material to end of material in press, using sewing machine.",II-B,439
8159.0400,Press Operator,3,Cleans and oils pressing machine.,II-B,439
8159.9900,"Leather Cutters, Lasters and Sewers",1,"include all other Leather Cutters, Lasters and Sewers and Related Workers engaged in making fancy or other leather articles by processes of cutting, lasting, sewing, shaping, etc., not elsewhere classified.",II-B,439
8160.0400,Mixing Tank Operator,1,"Opens taps to admit specified quantity of water into tank as indicated by meter; measures required quantity of milk powder and adds it into tank; switches on machine which churns and mixes powder and water into milk; tests sample to ensure conformity to specification, using testing apparatus; empties tank, cleans and sterilizes equipment.",II-B,440
8160.0800,"Husker, Machine (Food Grains)",1,Starts machine; pours grain into storage bin attached to machine; regulates feeding of grain into machine by manipulating lever: examines hulled grain periodically for proper husking and adjusts machine as necessary; switches off machine after completion of process or when machine does not function properly; removes minor defects and reports major defects to supervisor for rectification.,II-B,441
8160.0800,"Husker, Machine (Food Grains)",2,Cleans and oils machine when not in use.,II-B,441
8160.0800,"Husker, Machine (Food Grains)",3,"May keep production reports, may direct workers in storage of graded grain.",II-B,441
8160.1000,Flour Mill Operator,1,"Sets mill by adjusting roller according to fineness of grinding desired; feeds grain into feeding bin of mill by hand; observes process, keeping grain moving at regular rate by tapping clogged spouts with hammer and by adjusting gates; examines crushed product periodically by feel of fingers and adjusts roller as necessary; removes flour collected in bag or container at delivery end; cleans and oils machinery.",II-B,442
8160.1000,Flour Mill Operator,2,"May weigh grain and flour, calculate charges and collect payment of services rendered to customers.",II-B,442
8160.1000,Flour Mill Operator,3,May dress mill stones.,II-B,442
8160.1100,"Siever, Machine",1,"Fits sieves of desired size into machine frame; dumps product into hopper of machine; places empty container at delivery end of sieve; starts motor to activate screens; opens hopper gate which automatically allows product to pass through different sizes of sieves and removes bran, dust and other foreign matter or sort product into different sizes; checks product passing over different screens to prevent clogging and overflow; removes and replaces defective parts of damaged sieves.",II-B,442
8160.1100,"Siever, Machine",2,May wash grains with water.,II-B,442
8160.1500,Wafer Baking Machine Operator,1,"set screw to regulate amount of dough deposited in mould; turns thermostat to adjust temperature of moulds; observes colour of baked wafers being ejected into conveyor to detect defects; collects wafer sheets from machine and places them on clean smooth table; joins them properly in rack; may tend machine which also rolls dough into shape of cones prior to baking and be designated CONE BAKER, MACHINE.",II-B,443
8160.1500,Wafer Baking Machine Operator,2,May arrange cut wafer biscuits in wafer stacking tray systematically.,II-B,443
8160.1800,"Chocolate Maker, Helper",1,operates cocoa room machinery and equipment to grind and pulverise cocoa cakes into cocoa powder.,II-B,444
8160.1800,"Chocolate Maker, Helper",2,"Mixes ingredients, such as chocolate liquor, sugar, and powdered milk to make sweet chocolate.",II-B,444
8160.1800,"Chocolate Maker, Helper",3,Operates refining machine to grind chocolate paste to specified consistency.,II-B,444
8160.1800,"Chocolate Maker, Helper",4,Operates tempering equipment to control temperature of chocolate in cooling process before moulding.,II-B,444
8160.1800,"Chocolate Maker, Helper",5,"May tend moulding machines, pressure cookers, and dryers.",II-B,444
8160.1800,"Chocolate Maker, Helper",6,May assist in supervising and training production line workers.,II-B,444
8160.2200,Peeling Machine Operator (Food,1,Checks preliminary washing and cleaning of fruits and vegetables by hand; feeds product into hopper of machine; starts machine; checks at stages peeling process; regulates flow of water inside peeling tank; discharges product through outlet valve on completion of peeling.,II-B,445
8160.2400,Fruit Press Operator (Food Canning,1,"Places frame equipped with filter cloth on press cart; pulls lever or turns valve to release fruit from hopper or pipe line onto filter cloth; spreads fruits evenly over filter, folds corners of cloth to cover fruit, and removes forming frame; pushes cart loaded with fruit into press; starts press; pulls cart from press and dumps fruit pulp into container.",II-B,446
8160.2400,Fruit Press Operator (Food Canning,2,May start pump to transfer juice to storage tanks.,II-B,446
8160.2400,Fruit Press Operator (Food Canning,3,May work on fruit reaming machine or pulping machine and be designated accordingly.,II-B,446
8160.2600,Retort Operator (Food Canning and,1,"Pushes trucks or lowers baskets of canned foods into chamber of retort, using hoist; closes retort door or lid to seal chamber; observes dials and thermometers, and turns valves to admit steam to retort and to control temperature, pressure, and cooking time; turns valves to release steam and admit cooling water into chamber to prevent overcooking at end of cooking cycle.",II-B,446
8160.2600,Retort Operator (Food Canning and,2,"May open retort and move basket of canned food for cooling trough, using hoist.",II-B,446
8160.2700,Processing Man (Food Canning and,1,"Fills vats or troughs with hot water; heats water to required temperature by steam or gas; loads material by hand or mechanical hoists; keeps seamed cans for a specified time in hot chest; removes sterilized seamed cans from chest box and cools processed cans in retort, injecting compressed air to counteract pressure within cans.",II-B,447
8160.2700,Processing Man (Food Canning and,2,May clean sterilising chambers at regular intervals.,II-B,447
8160.2900,Exhaust Box Operator (Food,1,Places filled caps with top open on conveyor belt; starts exhaust box; regulates speed of conveyor to allow cans to pass through steam filled channel for a specified time; admits steam into exhaust box to raise temperature to heat can to expel air from fruit tissues; stops and clears machine when jams occur.,II-B,447
8160.2900,Exhaust Box Operator (Food,2,May oil and clean machine.,II-B,447
8160.3100,Peanut Blancher,1,"Inspects peanuts as they fall from machine onto moving belt and picks out foreign matter, unblanched peanuts, and peanuts that fail to meet production specifications.",II-B,448
8160.3100,Peanut Blancher,2,May sack blanched peanuts.,II-B,448
8160.3100,Peanut Blancher,3,May tend sorting machine that electronically locates and removes unblanched peanuts.,II-B,448
8160.3300,Refining-Machine Operator (Oil,1,"Sets thermostat, observes gauges, and regulates valves to maintain prescribed temperature in wash and dryer tanks.",II-B,448
8160.3300,Refining-Machine Operator (Oil,2,"Turns valves to pump mixtures to wash and dryer tank to remove by-products with water, and impurities with heat.",II-B,448
8160.3300,Refining-Machine Operator (Oil,3,Turns valve to pump refined oil to storage tanks.,II-B,448
8160.3300,Refining-Machine Operator (Oil,4,"Cleans bowls, using water and steam.",II-B,448
8160.3300,Refining-Machine Operator (Oil,5,"May test samples of crude and refined oil to determine specific gravity and free fatty acid content, using hydrometer and refractometer.",II-B,448
8160.3800,"Pan Man, Sugar",1,"operates intake valve to fill pan to proper level with syrup from evaporators; opens exhaust or live steam valve to let into pan hot steam to boil syrup to required density till it runs into massecuite (thick mixture of crystals and syrup); keeps watch on and regulates temperature; pressure gauge etc. to maintain correct boiling pressure; examines sample periodically, on clean glass slide to check visually against light or to feel by touch to determine if crystals have formed, as desired; takes in further seed i.e., grains of required size, obtained from earlier operation, more water to thin juice or syrup and re-boils, if necessary, to make specific type of massecuite; manipulates levers and valves to break the vacuum and shut steam; opens slide valve to drop massecuite into crystallisers below.",II-B,450
8160.3800,"Pan Man, Sugar",2,May distribute or transfer syrup containing grains to other pans as required for making specific type of massecuite.,II-B,450
8160.3800,"Pan Man, Sugar",3,May clean pan with steam.,II-B,450
8160.3900,Crystallizer Man,1,"Operates valves and pulls trap doors to allow required quantity of boiling massecuite into crystalliser tank through open sheet metal channels, called gutters; starts stirrers in tank and admits and adjusts flow of cooling water in coils around tank to prevent solidification of massecuite and to ensure its cooling evenly and at controlled rate; stops machine when required state of crystallisation has been obtained; opens trap doors and drains off massecuite from crystalliser for pumping to centrifugal machine after specified cooling; cleans and washes gutters, trap doors etc. with water after delivery of massecuite.",II-B,451
8160.3900,Crystallizer Man,2,May add powdered sugar to massecuite to induce crystallisation.,II-B,451
8160.4100,Magmaman,1,"operates lever and starts its mechanical stirrer; opens valves and adds hot or cold water and sulphurated syrup with sugar in tank, as necessary, for making required type of magma; ensures thorough mixing; operates steam pumps and delivers magma to pan station, sulphitation tank, or seed mixer, as specified, for re-processing.",II-B,451
8160.4300,"Cane Carrier Driver, Mill House",1,Starts mill house cane carrier and regulates its speed by regulator or clutch wheel to prevent extra load and choking; removes jamming of sugar-cane in first rollers; gets speed of crushing mill and cane conveyor regulated to suit ultimate feeding into rollers.,II-B,452
8160.4300,"Cane Carrier Driver, Mill House",2,May attend to repair and overhauling of cane carriers.,II-B,452
8160.4500,Juice Measuring Man,1,"Watches automatic filling of juice pumped from fill house into weighing tanks and records readings of automatic recording instruments, tabulates weight of juice from recorded readings, and maintains registers showing number of times tanks filled, indicating data also on black board for ready information; collects samples of mixed juice from every tank for analysis and arranges for addition of super sulphate to mixed juice, if necessary; checks up tare weight frequently; supplies account of juice received to various officers, as scheduled.",II-B,452
8160.4500,Juice Measuring Man,2,"May operate valves, in absence of automatic arrangement, to fill measuring tanks with raw juice.",II-B,452
8160.4600,Lime Juice Tank Attendant,1,controls pumping rate to prevent overflow of milk of lime tank and to give steady supply of milk of lime into juice heater; opens valve to fill juice heater with raw cane juice from top tank; watches level of mixed juice in juice heater and closes inlet valve when prescribed level is attained.,II-B,453
8160.4600,Lime Juice Tank Attendant,2,May add prescribed quantity of milk of lime and sulphur dioxide to raw cane juice.,II-B,453
8160.4800,Juice Heater Helper,1,"Opens and adjusts valves as directed by Juice Heater Man and admits raw juice, into tubes or cylinders of juice heater; assists in maintaining constant specified steam pressure during heating; lifts heater top cover, removes left-over juice and cleans periodically tubes, cylinders and other parts of heaters, using portable power driven or hand brush, cleaning rod, water, etc.",II-B,453
8160.4800,Juice Heater Helper,2,Gets the juice heater emptied by carrying hot juice in buckets in case of leakage of tubes or breakdown of heater.,II-B,453
8160.4800,Juice Heater Helper,3,May assist in letting in live steam in juice heater and in repair and overhaul of heaters.,II-B,453
8160.5200,"Eliminator Attendant, Sugar",1,Opens valve to let in juice or syrup into tank up to prescribed level; opens steam valve to heat coils and boil juice or syrup by maintaining temperature of juice or syrup at specified level; checks periodically temperature of juice/syrup with thermometer; closes steam valve after boiling for prescribed period; operates valve to discharge boiled juice or syrup into settling tanks; opens bottom valve of tank to drain off sediments to another tank; takes samples of clean juice/syrup in test tubes to check it for desired clarity,II-B,455
8160.5400,Works Poor Attendant,1,"works poor machine up to prescribed level; presses hand lever to start stirrers in machine; checks and ensures running of cold water through tubes inside machine; prevents solidification of massacuite by diluting with water, if necessary; regulates flow of massacuite from works poor into pump feeding centrifugal machine.",II-B,455
8160.5700,Tea Maker,1,"Checks that green tea leaves are withered in lofts, by Withering Loft Attendant and have proper moisture content, before rolling; ensures that withered leaves are properly rolled by Roller Attendant; arranges for fermenting of rolled leaves and examines them by touch, sight and smell for proper fermentation before firing or drying; checks that fermented leaves are dried at required temperature by Firing Machine Attendant and processed tea leaves are properly sorted and graded by Tea Factory Operatives; examines sample infusion of different grades of tea and tastes to decide if colour, flavour and aroma are according to desired standards.",II-B,456
8160.5800,Withering Loft Attendant (Tea),1,"Spreads green leaves thinly with hands or stick on layers of gunny or hessian cloth in withering lofts; allows leaves to wither for required time, according to their moisture contents and weather conditions; checks leaves in different lofts for proper withering, judging by touch or sight; collects withered leaves from lifts by hand and pushes required quantity through opening on floor to feed rolling machine below on receipt of signals from Roller Attendant.",II-B,456
8160.5800,Withering Loft Attendant (Tea),2,May tend Rolling and Firing Machine.,II-B,456
8160.6000,Pulp Houseman (Coffee),1,Feeds or dumps into hopper of machine with ripe coffee berries manually; opens valves to let water flow into machine; regulates flow of berries into machine by adjusting hopper door opening to let them drop steadily over running water; starts machine; observes operation of cutting and removing of flesh from berries; allows pulped berries to flow into tank which drains water and retains berries; removes pulp from machine to dump-yard; refills tank with water up to required level and rakes beans in water using wooden ladle to clean remaining fleshy skin from beans; drains out water and removes cleaned coffee beans and spreads them in open yard for drying; keeps pulp house clean and tidy.,II-B,457
8160.6000,Pulp Houseman (Coffee),2,May attend to running repairs to machine.,II-B,457
8160.6200,Firing Machine Attendant (Tea),1,"Firing Machine Attendant; Drier (Tea) tends firing or drying machine to dry rolled and fermented tea leaves, spreads rolled and fermented leaves evenly on tray beds of firing or drying machine; manipulates valves to control flow of hot air for maintaining proper temperature in drying chamber; checks by touch, smell and sight whether leaves have been properly dried; manipulates levers to drop dried leaves on floor or containers placed below; sends samples of cured tea leaves to Tea Maker for testing.",II-B,457
8160.6400,Coffee Blender,1,"Empties bags of various grade of coffee, as specified in formula, into bin of machine.",II-B,458
8160.6400,Coffee Blender,2,"Starts blending mechanism, which mixes coffee.",II-B,458
8160.6400,Coffee Blender,3,Ensures that coffee is blended properly and decides when blending is finished.,II-B,458
8160.6400,Coffee Blender,4,Manipulates levers to dump blended coffee into elevators to get it conveyed to clearing bins or to other processing units prior to roasting.,II-B,458
8160.6500,Coffee Roaster,1,controls to maintain required temperature; roasts coffee for specified time or estimates roasting time by comparing colour of beans from oven with standard sample; opens discharge gate to dump roasted beans to cool them.,II-B,458
8160.6500,Coffee Roaster,2,Stores roasted beans in airtight containers for powdering.,II-B,458
8160.6500,Coffee Roaster,3,May tend machine that grinds coffee.,II-B,458
8160.6600,"Roaster, Cocoa-Bean",1,Loads cylinders with cocoa beans and starts it.,II-B,458
8160.6600,"Roaster, Cocoa-Bean",2,Observes roasting process and adjusts heating mechanism as necessary.,II-B,458
8160.6600,"Roaster, Cocoa-Bean",3,"Tests beans during roasting process by tasting, smelling and feeling and decides when roasting is finished.",II-B,458
8160.6600,"Roaster, Cocoa-Bean",4,Discharges roasted beans into cooling receptacle.,II-B,458
8160.6600,"Roaster, Cocoa-Bean",5,May operate machine in which beans are crushed and husks and chaff are separated.,II-B,458
8160.6900,Malt Maker,1,"Weighs and dumps grain or barley into steeping (soaking) tank by operating valve to increase or decrease supply of steam; allows it to soak for specified time, stirring it with long pole; spreads soaked grain on floor and turns it over with wooden hand plough or shovel to aerate it and cool it, sprinkling water on it, as necessary; or loads soaked grain into drums, compartments, or kilns, and lets in and controls hot air current, temperature, water sprinkling, and rotation of drum, or operation of agitators for drying sprouted grain; supervises its unloading from kiln.",II-B,459
8160.6900,Malt Maker,2,May keep record of temperature maintained and time taken.,II-B,459
8160.7200,Yeast Maker,1,"Weighs out prescribed quantity of barley, rye or other grain meal; dumps it into measured quantity of water heated to specific temperature in special wooden vat; mixes grain and water, using agitator; cooks mixture by admitting steam into coils, in vat; cools mash by running cold water through cooling coils in vat; pours prepared yeast solution or culture into mixture and stirs with agitator; regulates temperature of fermenting mash by running hot or cold water through coils in vat; ascertains specific gravity and acid content of mash by using hydrometer and performing simple chemical tests; separates yeast from liquor by means of centrifugal separator or filter press.",II-B,460
8160.7200,Yeast Maker,2,May draw off yeast from fermentation tanks by suction pump or by skimming.,II-B,460
8160.7400,Filterman,1,"maintains correct pressure of liquor by adjusting gauges, valve; removes filter, cakes and pads and cleans in hot water for re-use; flushes equipment with hot water and sterilizes with steam.",II-B,460
8160.7700,Syrup Maker,1,"Weighs or measures sugar or saccharine and mixes specified quantity of water; boils solution in kettle or pan to desired consistency, removing scum from top of syrup; allows syrup to cool down; filters and pours it into different pitches, or conveys syrup by means of plastic-hose to syrup room; adds and mixes requisite quantity of essences, fruit juices or other ingredients for making flavoured syrup, such as lemon, ginger, orange, rose etc.",II-B,461
8160.7700,Syrup Maker,2,"May make flavoured syrup for ""sherbet"" and be designated as SHERBET MAKER.",II-B,461
8160.7700,Syrup Maker,3,May fill bottles with specified quantity of syrup.,II-B,461
8160.7700,Syrup Maker,4,"May wash and clean utensils, vessels etc. after making syrup.",II-B,461
8160.8000,Bottling Plant In Charge,1,"Ensures automatic and thorough washing of bottles; disconnects supply line and trial runs various machines for testing proper filling, making necessary adjustments in machines, if warranted by trial run; connects supply line for feeding purified water (in aerated water plant) or beer (in beer bottling); starts machine by operating lever, regulating air pressure to ensure uniform filling of bottles.",II-B,462
8160.8000,Bottling Plant In Charge,2,"Sets and operates various other machines, adjusting levers, gears, gauges, pressure and temperature controls for proper mixing, crowning and sorting of bottles.",II-B,462
8160.8000,Bottling Plant In Charge,3,"Co-ordinates and guides workers to maintain stipulated production, remove defects and minimise wastages; repairs, maintains and overhauls machinery and equipment.",II-B,462
8160.8000,Bottling Plant In Charge,4,May attend to water treatment plant for purifying water.,II-B,462
8160.8000,Bottling Plant In Charge,5,"May set carbon dioxide gas purifier, carbonator plant, bottling plant and related equipment, if engaged in aerated water factory.",II-B,462
8160.8300,"Filler, Aerated Water",1,"Feeds crowns in crowning machine hopper, and syrup and carbonated water in filling machine; switches on syrup and bottle filling machines, opens conveyor gate trap to allow bottles to pass first to syrup filling and then to carbonated water filling machine, preventing jamming of bottles by controlling conveyor gate trap, as necessary; switches on crowning and mixing machines and chain conveyor for crowning filled bottles and mixing their contents, tapping crowning machine hopper with mallet, if crowns get stuck up.",II-B,463
8160.8300,"Filler, Aerated Water",2,Watches operations and readings of gas and oil pressure.,II-B,463
8160.8300,"Filler, Aerated Water",3,"Water temperature and speedometer; removes stuck-up and defective bottles; and feeds crowning machine hopper, as necessary.",II-B,463
8160.8700,"Cutting Machine Operator, Tobacco",1,"Sets cutting knife and adjusts machine; fills hopper of cutting machine with leaves; starts machine, causing feed rolls to revolve and knife to reciprocate; watches cutting process to ensure that machine is shredding tobacco correctly; makes minor adjustments to machine, such as tightening bolts that hold knives in place and adjusting rollers; checks cut tobacco by feeling it with fingers to ensure moisture content; draws cut tobacco from knife by hand to platform; removes/rejects such as stems, uncut leaves, and other foreign matter and pushes rest of cut tobacco to conveyor; replaces dulled knives with sharpened ones when necessary.",II-B,464
8160.8700,"Cutting Machine Operator, Tobacco",2,May clean and oil machine.,II-B,464
8160.9900,Food and Related Products,1,"include operators who set, operate and attend machinery used to slaughter animals, trim meat from carcasses; bake, freeze, heat, crush, mix, blend and otherwise process foodstuffs, beverages and tobacco leaves not elsewhere classified.",II-B,465
8171.0100,"Chipper man, Paper Pulp",1,head of chipping machine.,II-B,466
8171.0100,"Chipper man, Paper Pulp",2,"Starts machine and feeds logs, blocks, pieces of stumps or other wood into hopper of chipped machine; Removes chips when container is filled.",II-B,466
8171.0100,"Chipper man, Paper Pulp",3,May segregate over-size or unusable wood.,II-B,466
8171.0100,"Chipper man, Paper Pulp",4,May inspect and change knives on machine.,II-B,466
8171.0400,"Sorter, Paper Pulp",1,"Spreads stock on floor; discards coloured, greasy and other undesirable material; packs acceptable material in bags.",II-B,466
8171.0600,"Liquor Maker, Paper Pulp",1,Collects standard chemical substances such as lime and soda ash and mixes them with water in fixed proportions in vat; agitates mixture to dissolve solids and produce uniform solution; takes samples periodically to determine concentration.,II-B,467
8171.0800,"Causticman, Paper",1,Opens valves to load mixing tank with soda ash and milk of lime in predetermined quantities; starts agitators to dissolve and mix ingredients.,II-B,467
8171.0800,"Causticman, Paper",2,Measures specific gravity and adds more ingredients or water as needed.,II-B,467
8171.0800,"Causticman, Paper",3,determine its viscosity.,II-B,467
8171.0900,"Bleacher, Paper Pulp",1,"Charges machine with material and bleaching solution and starts agitator; admits steam for heating mixture and regulates valves in accordance with temperature readings; observes bleaching process, notes colour of material and sends samples to laboratory for testing; transfers bleached material into washer for neutralizing it with water sprays, then to blending tank for mixing with other batches to obtain uniform quality.",II-B,467
8171.0900,"Bleacher, Paper Pulp",2,May add chemical during bleaching process and make chemical or electrolytic tests.,II-B,467
8171.0900,"Bleacher, Paper Pulp",3,May prepare bleaching solutions and be designated accordingly.,II-B,467
8171.1100,"Agitator, Paper Pulp",1,"Pours semi-liquid pulp on sieve, agitates sieve containing pulp to drain off surplus water and to spread pulp evenly; picks out dirt and other foreign matter and flips partially dried pulp on to felt sheet for later pressing and drying.",II-B,467
8171.1200,"Machine Operator, Paper",1,"Starts flow of paper pulp from storage tank through rotary screens to machine, adding water as necessary to thin pulp; removes dirt and other foreign matter from rotary screens and regulates flow of pulp to moving wire mesh belt on which paper is formed.",II-B,468
8171.1200,"Machine Operator, Paper",2,Co-ordinates speed of belt and flow of pulp to obtain paper of desired weight.,II-B,468
8171.1200,"Machine Operator, Paper",3,"Sets machine controls for width, thickness and moisture content of paper.",II-B,468
8171.1200,"Machine Operator, Paper",4,"supervises machine crew in drying, sizing, calendaring, winding and cutting paper.",II-B,468
8171.1200,"Machine Operator, Paper",5,repairs and replaces machine parts.,II-B,468
8171.1200,"Machine Operator, Paper",6,May weigh samples of paper and install Dandy Rollers to impress water mark in paper.,II-B,468
8171.1600,"Cutter, Paper",1,Adjusts guides on scale to obtain specified length of sheet; places sheets against guide and presses lever to force knife blade through sheets.,II-B,468
8171.1600,"Cutter, Paper",2,"Turns stack, resets, guides and cuts sheets breadthwise.",II-B,468
8171.1600,"Cutter, Paper",3,Cleans and oils machine.,II-B,468
8171.1700,"Finisher, Paper",1,"Checks and examines cut paper sheets for defects; removes defective and non-standard sheets, counts sheets of finished paper into quires or reams, packs them in labelled wrappers; seals bundles with gummed tape.",II-B,468
8171.1900,"Transferer, Hand Made Paper",1,Removes deckle (beveled wooden frame) from pulp vat and turns over mould to deposit sheet of handmade ‘waterleaf’ on wet felt; piles ‘waterleaf’ and felts alternately to form a stack for pressing; forms pile.,II-B,469
8171.1900,"Transferer, Hand Made Paper",2,May perform duties of Vatman and Presser.,II-B,469
8171.2100,"Drier, Hand Made Paper",1,Separates sheets from compressed pack and suspends them on soft ropes or lays them out on hessian sheets to dry.,II-B,469
8171.2100,"Drier, Hand Made Paper",2,Checks paper for dryness; removes and packs dried sheets.,II-B,469
8171.2200,"Presser, Hand Made Paper",1,"Places moist sheets, wrapped in cloth, in presser; closes press to squeeze moisture from paper.",II-B,469
8171.2500,"Coating-Machine Operator,",1,"controls to regulate spraying action, specified tension of rollers, and temperature of infrared drying lamps.",II-B,470
8171.2500,"Coating-Machine Operator,",2,"Tests density of paint, using viscometer.",II-B,470
8171.2500,"Coating-Machine Operator,",3,May tend machine that coats unfinished insulation board with talc to prevent sticking during subsequent pressing.,II-B,470
8172.0200,"Wood Sawyer, Edger",1,"determines depth of cut necessary to obtain straight edge, places the planks on edger table.",II-B,471
8172.0200,"Wood Sawyer, Edger",2,sets and spaces saw blades to required positions to cut plank to required dimensions.,II-B,471
8172.0200,"Wood Sawyer, Edger",3,Adjusts power and speed of feeding mechanism according to thickness of plank.,II-B,471
8172.0200,"Wood Sawyer, Edger",4,Starts machine and pushes plank into feed rollers to carry it into saw cutters.,II-B,471
